customer_id,customer_name,region,signup_date
322,Customer_322,North,2023-08-24
323,Customer_323,West,2024-01-24
324,Customer_324,South,2025-09-16
325,Customer_325,South,2025-02-01
326,Customer_326,South,2024-02-05
327,Customer_327,East,2024-09-15
328,Customer_328,East,2025-02-05
329,Customer_329,West,2025-07-07
330,Customer_330,West,2025-05-02
331,Customer_331,North,2024-07-31
332,Customer_332,North,2023-03-16
333,Customer_333,West,2024-03-10
334,Customer_334,East,2023-04-13
335,Customer_335,South,2025-02-02
336,Customer_336,West,2025-01-07
337,Customer_337,North,2025-03-16
338,Customer_338,East,2023-04-08
339,Customer_339,West,2025-03-08
340,Customer_340,West,2025-05-08
341,Customer_341,East,2024-03-10
342,Customer_342,West,2024-03-22
343,Customer_343,East,2023-09-06
344,Customer_344,South,2023-06-15
345,Customer_345,East,2025-09-10
346,Customer_346,East,2025-10-16
347,Customer_347,East,2024-06-25
348,Customer_348,West,2025-01-28
349,Customer_349,West,2023-03-22
350,Customer_350,East,2023-05-13
351,Customer_351,West,2025-03-07
352,Customer_352,North,2025-06-18
353,Customer_353,North,2023-05-18
354,Customer_354,West,2023-07-03
355,Customer_355,West,2025-02-23
356,Customer_356,East,2025-09-10
357,Customer_357,South,2023-03-10
358,Customer_358,West,2024-06-29
359,Customer_359,North,2023-02-22
360,Customer_360,East,2023-07-24
361,Customer_361,West,2023-05-06
362,Customer_362,North,2023-02-12
363,Customer_363,North,2023-04-21
364,Customer_364,South,2025-01-30
365,Customer_365,East,2025-04-27
366,Customer_366,East,2023-04-05
367,Customer_367,South,2025-06-18
368,Customer_368,South,2023-12-26
369,Customer_369,East,2025-06-18
370,Customer_370,East,2023-10-08
371,Customer_371,West,2024-10-28
372,Customer_372,West,2023-04-03
373,Customer_373,South,2024-11-02
374,Customer_374,West,2023-03-02
375,Customer_375,North,2024-09-25
376,Customer_376,West,2025-12-10
377,Customer_377,West,2025-10-25
378,Customer_378,North,2024-08-26
379,Customer_379,South,2024-11-12
380,Customer_380,North,2024-06-17
381,Customer_381,West,2025-04-17
382,Customer_382,South,2024-10-06
383,Customer_383,West,2023-08-21
384,Customer_384,North,2024-06-07
385,Customer_385,North,2023-12-12
386,Customer_386,West,2025-12-05
387,Customer_387,East,2024-06-29
388,Customer_388,East,2025-03-04
389,Customer_389,North,2023-09-06
390,Customer_390,North,2023-02-16
391,Customer_391,East,2023-08-02
392,Customer_392,East,2023-08-27
393,Customer_393,West,2025-12-15
394,Customer_394,West,2023-12-16
395,Customer_395,East,2023-04-17
396,Customer_396,West,2025-04-10
397,Customer_397,West,2023-02-17
398,Customer_398,South,2023-12-03
399,Customer_399,West,2025-11-15
400,Customer_400,North,2025-03-14
401,Customer_401,West,2023-01-08
402,Customer_402,West,2024-09-16
403,Customer_403,East,2024-12-19
404,Customer_404,North,2023-10-30
405,Customer_405,West,2024-09-30
406,Customer_406,West,2023-02-25
407,Customer_407,South,2024-12-26
408,Customer_408,West,2024-06-09
409,Customer_409,West,2024-04-18
410,Customer_410,South,2023-01-28
411,Customer_411,East,2023-03-19
412,Customer_412,West,2023-12-31
413,Customer_413,South,2024-10-27
414,Customer_414,North,2024-06-09
415,Customer_415,East,2024-11-29
416,Customer_416,North,2025-06-01
417,Customer_417,North,2025-10-27
418,Customer_418,South,2025-10-23
419,Customer_419,West,2025-07-07
420,Customer_420,South,2025-01-19
421,Customer_421,South,2023-12-29
422,Customer_422,South,2025-03-16
423,Customer_423,South,2025-01-08
424,Customer_424,East,2025-11-04
425,Customer_425,West,2024-04-29
426,Customer_426,North,2023-01-28
427,Customer_427,North,2024-12-14
428,Customer_428,West,2025-11-28
429,Customer_429,North,2023-03-27
430,Customer_430,West,2023-05-06
431,Customer_431,North,2025-03-22
432,Customer_432,South,2024-06-20
433,Customer_433,North,2023-05-25
434,Customer_434,West,2023-01-25
435,Customer_435,West,2023-03-08
436,Customer_436,West,2023-08-21
437,Customer_437,West,2023-04-19
438,Customer_438,West,2023-04-21
439,Customer_439,East,2023-08-16
440,Customer_440,East,2023-04-21
441,Customer_441,North,2023-02-03
442,Customer_442,West,2024-09-14
443,Customer_443,North,2025-01-17
444,Customer_444,West,2024-08-17
445,Customer_445,West,2024-02-29
446,Customer_446,East,2024-09-04
447,Customer_447,East,2024-11-22
448,Customer_448,South,2023-11-11
449,Customer_449,East,2025-05-26
450,Customer_450,South,2024-10-23
451,Customer_451,South,2023-10-04
452,Customer_452,South,2024-09-15
453,Customer_453,South,2024-05-30
454,Customer_454,South,2025-04-22
455,Customer_455,North,2023-12-16
456,Customer_456,East,2025-04-02
457,Customer_457,South,2025-01-28
458,Customer_458,West,2025-06-17
459,Customer_459,East,2023-08-31
460,Customer_460,East,2024-06-26
461,Customer_461,South,2025-11-29
462,Customer_462,North,2023-08-17
463,Customer_463,South,2024-07-01
464,Customer_464,North,2025-07-08
465,Customer_465,West,2023-01-06
466,Customer_466,East,2024-04-12
467,Customer_467,West,2023-03-16
468,Customer_468,North,2023-01-04
469,Customer_469,North,2024-10-07
470,Customer_470,West,2023-04-28
471,Customer_471,North,2025-05-30
472,Customer_472,West,2024-05-18
473,Customer_473,East,2025-08-04
474,Customer_474,West,2024-07-27
475,Customer_475,East,2023-07-13
476,Customer_476,West,2025-04-26
477,Customer_477,North,2024-12-15
478,Customer_478,West,2025-11-15
479,Customer_479,North,2023-06-22
480,Customer_480,West,2023-11-22
481,Customer_481,West,2025-04-15
482,Customer_482,South,2024-12-24
483,Customer_483,North,2023-08-13
484,Customer_484,South,2024-06-15
485,Customer_485,North,2023-04-23
486,Customer_486,South,2023-05-20
487,Customer_487,East,2024-07-12
488,Customer_488,West,2023-01-01
489,Customer_489,North,2023-03-31
490,Customer_490,North,2024-10-15
491,Customer_491,West,2023-11-16
492,Customer_492,North,2023-05-19
493,Customer_493,North,2025-04-24
494,Customer_494,South,2023-09-16
495,Customer_495,North,2025-06-20
496,Customer_496,East,2024-11-20
497,Customer_497,East,2023-01-10
498,Customer_498,West,2023-09-18
499,Customer_499,North,2023-06-21
500,Customer_500,West,2025-06-16
11,Customer_11,East,2025-05-03
