sales_id,customer_id,product_id,order_date,quantity,unit_price,sales_amount
47,313,57,2025-02-20,4,174.8,699.2
48,287,20,2024-03-17,1,257.01,257.01
49,134,9,2025-06-29,2,355.93,711.86
50,219,32,2025-10-22,1,286.83,286.83
51,168,4,2025-04-11,2,402.19,804.38
52,98,50,2025-10-04,2,316.53,633.06
53,268,82,2024-09-17,1,395.05,395.05
54,237,5,2025-09-24,2,349.91,699.82
55,309,20,2025-01-03,3,100.6,301.8
56,455,87,2023-04-01,1,30.92,30.92
57,394,75,2023-06-16,3,452.18,1356.54
58,173,37,2025-08-16,1,473.1,473.1
59,401,22,2023-07-26,2,364.83,729.66
60,410,58,2025-12-24,2,363.48,726.96
61,469,68,2024-05-30,4,138.72,554.88
62,476,93,2025-01-16,4,273.51,1094.04
63,190,44,2023-11-02,3,496.16,1488.48
64,122,34,2024-01-30,2,428.79,857.58
65,46,77,2023-07-06,4,155.68,622.72
66,64,42,2024-09-14,2,154.02,308.04
67,130,9,2024-12-30,1,244.37,244.37
68,310,106,2023-08-28,4,205.28,821.12
69,363,95,2024-06-16,3,188.72,566.16
70,193,7,2023-05-21,4,315.35,1261.4
71,307,68,2023-05-19,2,10.69,21.38
72,181,19,2024-04-03,5,382.85,1914.25
73,292,106,2023-03-11,5,371.33,1856.65
74,371,94,2024-01-20,2,416.01,832.02
75,282,31,2024-09-21,1,421.52,421.52
76,29,35,2023-07-17,4,285.37,1141.48
77,149,57,2023-07-24,5,391.14,1955.7
78,267,85,2024-07-21,1,248.74,248.74
79,296,61,2025-09-08,2,476.01,952.02
80,11,31,2025-03-15,1,99.4,99.4
81,164,83,2025-05-08,2,458.23,916.46
82,113,95,2025-05-31,4,132.97,531.88
83,187,53,2025-08-31,1,55.85,55.85
84,295,32,2024-10-01,4,222.36,889.44
85,232,66,2023-11-21,1,309.38,309.38
86,227,59,2024-03-17,2,119.34,238.68
87,310,116,2025-03-14,2,280.12,560.24
88,98,10,2023-10-15,1,404.91,404.91
89,55,2,2023-08-14,2,132.26,264.52
90,111,66,2025-12-23,3,292.26,876.78
91,152,60,2025-08-24,3,172.96,518.88
92,246,88,2025-07-26,4,267.24,1068.96
93,406,17,2024-07-13,3,335.12,1005.36
94,69,96,2024-12-14,3,178.46,535.38
95,312,16,2024-05-12,5,497.27,2486.35
96,289,16,2025-04-28,5,284.07,1420.35
97,250,46,2025-07-14,5,413.11,2065.55
98,36,39,2023-03-01,5,363.94,1819.7
99,239,117,2023-09-14,2,427.14,854.28
100,148,31,2024-07-30,4,91.03,364.12
101,467,107,2023-08-27,4,115.16,460.64
102,227,88,2023-02-07,3,246.27,738.81
103,244,1,2023-01-25,4,426.9,1707.6
104,491,11,2024-02-14,3,102.82,308.46
105,337,119,2024-04-05,4,485.68,1942.72
106,446,85,2025-09-14,1,68.16,68.16
107,365,4,2023-12-23,1,91.66,91.66
108,491,71,2024-01-18,4,87.78,351.12
109,482,26,2024-07-22,2,295.07,590.14
110,201,111,2025-12-07,3,459.18,1377.54
111,154,50,2024-03-08,4,131.28,525.12
112,450,12,2023-02-25,3,278.75,836.25
113,73,95,2024-07-30,5,92.01,460.05
114,201,81,2023-09-25,4,317.41,1269.64
115,296,97,2023-03-10,2,66.01,132.02
116,17,75,2025-06-20,5,248.2,1241.0
117,129,92,2025-03-03,4,329.31,1317.24
118,217,96,2023-09-14,1,291.67,291.67
119,61,65,2024-11-02,4,74.3,297.2
120,427,47,2024-05-04,1,84.88,84.88
121,104,92,2025-01-15,1,337.34,337.34
122,42,53,2023-02-18,4,405.41,1621.64
123,25,106,2023-11-12,4,454.5,1818.0
124,39,71,2024-02-17,1,407.74,407.74
125,291,2,2024-03-09,3,487.09,1461.27
126,131,106,2025-10-22,5,207.08,1035.4
127,498,24,2024-02-24,2,168.93,337.86
128,229,4,2025-04-23,4,18.95,75.8
129,108,108,2025-07-04,5,227.7,1138.5
130,172,19,2024-03-09,5,327.43,1637.15
131,435,26,2024-10-04,3,408.63,1225.89
132,478,75,2023-02-26,5,137.39,686.95
133,102,40,2025-08-21,4,259.23,1036.92
134,354,50,2025-09-03,5,332.69,1663.45
135,12,43,2023-02-15,4,278.04,1112.16
136,275,75,2024-02-21,4,140.64,562.56
137,101,109,2025-04-27,1,399.16,399.16
138,44,67,2023-05-19,3,90.81,272.43
139,443,12,2023-09-04,2,452.97,905.94
140,305,67,2023-08-18,1,476.54,476.54
141,445,106,2025-03-02,2,185.96,371.92
142,17,27,2024-09-28,4,191.21,764.84
143,330,113,2024-01-09,1,372.92,372.92
144,57,54,2025-01-07,5,230.86,1154.3
145,311,66,2025-12-24,5,19.16,95.8
146,497,49,2023-03-29,2,460.34,920.68
147,303,16,2024-12-13,4,218.22,872.88
148,12,2,2024-08-23,2,105.73,211.46
149,318,60,2024-06-22,3,280.05,840.15
150,80,54,2023-08-02,5,113.36,566.8
151,216,30,2023-03-15,1,106.98,106.98
152,339,84,2023-03-02,1,275.14,275.14
153,264,38,2024-11-28,1,198.57,198.57
154,479,28,2023-01-12,5,288.63,1443.15
155,149,25,2025-03-24,4,498.43,1993.72
156,81,96,2023-02-01,5,430.21,2151.05
157,215,10,2025-09-27,5,8.8,44.0
158,485,60,2023-08-25,1,30.03,30.03
159,374,42,2024-07-11,5,306.99,1534.95
160,464,40,2024-10-08,1,315.0,315.0
161,198,97,2025-09-13,4,439.7,1758.8
162,200,77,2025-03-30,3,316.38,949.14
163,25,120,2024-04-17,1,117.72,117.72
164,466,105,2023-04-22,2,236.92,473.84
165,89,118,2024-01-18,3,405.45,1216.35
166,268,42,2023-01-17,4,461.8,1847.2
167,143,47,2024-05-07,3,122.27,366.81
168,59,37,2025-07-14,1,272.1,272.1
169,410,118,2023-04-27,4,83.67,334.68
170,489,80,2025-05-29,2,251.01,502.02
171,365,109,2023-04-25,1,49.61,49.61
172,26,22,2025-03-24,1,471.16,471.16
173,47,57,2024-10-05,4,320.84,1283.36
174,288,84,2023-12-02,4,427.84,1711.36
175,266,114,2025-07-10,3,499.16,1497.48
176,16,107,2023-05-27,2,95.42,190.84
177,199,27,2023-05-02,3,348.6,1045.8
178,401,41,2023-03-22,3,444.06,1332.18
179,407,80,2024-11-15,1,290.09,290.09
180,282,34,2024-10-23,4,321.65,1286.6
181,469,32,2024-01-10,1,206.8,206.8
182,86,90,2023-03-04,2,339.01,678.02
183,250,89,2024-05-18,3,200.81,602.43
184,391,66,2024-10-29,2,240.93,481.86
185,270,12,2024-03-24,4,55.94,223.76
186,335,40,2025-05-17,4,8.87,35.48
187,117,73,2024-11-10,5,32.3,161.5
188,7,76,2024-04-05,2,100.3,200.6
189,137,90,2024-04-03,1,231.02,231.02
190,371,73,2024-04-08,2,15.39,30.78
191,176,10,2025-06-30,3,82.19,246.57
192,328,96,2024-01-14,4,391.82,1567.28
193,498,98,2025-10-22,4,382.27,1529.08
194,315,48,2023-12-30,2,395.92,791.84
195,215,20,2023-03-13,2,461.16,922.32
196,477,39,2024-09-29,2,63.94,127.88
197,82,60,2023-12-03,3,85.75,257.25
198,223,66,2023-07-14,3,170.11,510.33
199,478,65,2025-10-08,1,457.99,457.99
200,372,51,2024-10-14,2,388.86,777.72
201,423,36,2023-01-07,1,165.44,165.44
202,483,24,2025-06-23,5,48.38,241.9
203,402,118,2025-09-05,3,310.11,930.33
204,443,27,2024-07-19,4,132.13,528.52
205,490,2,2024-09-07,5,267.92,1339.6
206,103,31,2024-07-26,4,471.19,1884.76
207,273,57,2024-08-21,5,288.45,1442.25
208,14,78,2025-02-08,1,462.3,462.3
209,159,66,2023-08-30,1,199.55,199.55
210,152,29,2025-02-04,3,318.51,955.53
211,483,15,2024-01-19,4,447.48,1789.92
212,108,12,2024-01-26,5,296.05,1480.25
213,188,101,2025-06-14,2,309.37,618.74
214,301,28,2024-11-18,2,359.57,719.14
215,98,84,2023-02-16,3,441.64,1324.92
216,131,103,2024-09-10,4,48.65,194.6
217,293,24,2024-04-08,2,171.75,343.5
218,171,21,2023-05-03,3,201.85,605.55
219,424,10,2023-05-14,3,455.31,1365.93
220,474,110,2025-04-20,4,478.22,1912.88
221,183,78,2025-04-28,2,64.59,129.18
222,471,101,2024-08-29,2,63.96,127.92
223,364,18,2023-01-23,2,467.76,935.52
224,39,88,2024-07-19,1,151.41,151.41
225,15,14,2025-02-04,2,124.7,249.4
226,376,34,2025-08-22,5,22.63,113.15
227,497,58,2023-08-23,1,141.42,141.42
228,4,76,2025-09-22,1,348.3,348.3
229,349,22,2025-12-18,1,215.89,215.89
230,470,120,2025-04-05,1,260.85,260.85
231,409,70,2023-08-04,3,459.06,1377.18
232,397,36,2024-10-18,5,61.77,308.85
233,210,45,2025-07-23,4,40.26,161.04
234,161,36,2023-11-07,2,426.71,853.42
235,16,22,2024-07-10,1,388.55,388.55
236,493,78,2025-08-29,4,135.55,542.2
237,426,80,2023-09-14,3,165.5,496.5
238,108,61,2024-06-16,4,158.59,634.36
239,382,100,2023-02-21,1,325.67,325.67
240,450,56,2025-12-26,5,35.3,176.5
241,311,89,2023-10-27,4,247.25,989.0
242,227,96,2024-11-02,1,71.27,71.27
243,170,33,2025-02-16,1,410.77,410.77
244,34,45,2025-04-11,2,193.43,386.86
245,414,36,2023-08-20,2,266.15,532.3
246,251,20,2025-09-01,5,19.51,97.55
247,247,18,2025-12-27,2,33.84,67.68
248,269,38,2023-01-28,5,339.15,1695.75
249,141,67,2025-12-10,3,384.55,1153.65
250,274,23,2024-08-13,3,356.47,1069.41
251,416,96,2025-02-23,2,369.82,739.64
252,96,109,2024-09-11,3,56.79,170.37
253,227,16,2024-08-08,4,348.26,1393.04
254,379,59,2025-09-28,4,94.97,379.88
255,39,69,2023-07-03,4,53.52,214.08
256,302,68,2025-11-12,3,379.79,1139.37
257,500,21,2023-05-09,4,445.26,1781.04
258,29,104,2023-10-18,5,359.77,1798.85
259,446,115,2024-05-15,1,403.76,403.76
260,497,78,2023-07-05,2,495.59,991.18
261,477,103,2024-04-23,5,71.7,358.5
262,318,95,2024-05-06,4,482.75,1931.0
263,245,78,2024-05-27,1,302.59,302.59
264,236,70,2025-12-26,2,407.56,815.12
265,185,12,2024-04-11,5,326.83,1634.15
266,272,16,2023-10-12,2,287.17,574.34
267,440,81,2024-08-23,3,353.29,1059.87
268,236,109,2023-07-08,4,163.53,654.12
269,239,87,2025-09-15,5,462.51,2312.55
270,377,14,2025-06-08,5,62.07,310.35
271,266,61,2024-01-23,1,162.43,162.43
272,414,71,2023-08-29,1,20.43,20.43
273,409,46,2024-02-21,1,139.3,139.3
274,359,32,2023-06-25,2,113.02,226.04
275,340,15,2024-01-22,4,29.57,118.28
276,389,44,2025-05-02,2,248.43,496.86
277,65,17,2024-10-24,4,236.97,947.88
278,478,41,2024-03-27,5,43.48,217.4
279,177,54,2023-10-04,2,134.62,269.24
280,3,111,2023-08-01,2,476.89,953.78
281,429,44,2023-02-10,2,59.81,119.62
282,142,98,2023-10-21,3,155.98,467.94
283,376,5,2024-08-22,4,22.75,91.0
284,158,109,2024-06-24,4,78.7,314.8
285,498,27,2024-03-26,2,351.2,702.4
286,324,116,2025-12-20,3,186.52,559.56
287,146,87,2025-02-28,2,228.78,457.56
288,446,104,2023-11-30,4,82.7,330.8
289,293,78,2025-06-09,5,342.66,1713.3
290,153,79,2023-02-13,3,377.0,1131.0
291,432,43,2023-05-24,3,94.65,283.95
292,193,97,2023-11-29,2,27.27,54.54
293,437,117,2025-09-24,5,45.07,225.35
294,494,31,2023-02-24,4,330.24,1320.96
295,463,99,2025-05-19,1,72.08,72.08
296,73,17,2025-03-07,4,249.49,997.96
297,399,92,2023-11-21,4,80.56,322.24
298,305,83,2023-03-21,5,89.22,446.1
299,377,110,2025-11-20,3,7.16,21.48
300,344,54,2025-09-11,4,163.81,655.24
301,452,62,2024-07-11,3,49.45,148.35
302,140,87,2025-05-14,5,200.01,1000.05
303,187,32,2024-12-17,5,300.9,1504.5
304,293,40,2024-04-16,2,186.93,373.86
305,61,13,2023-03-15,1,354.02,354.02
306,485,84,2024-08-11,5,372.02,1860.1
307,427,35,2024-07-17,5,349.82,1749.1
308,380,5,2024-04-11,3,468.67,1406.01
309,198,73,2024-08-21,5,122.46,612.3
310,295,29,2025-09-18,4,98.78,395.12
311,440,70,2025-01-06,2,306.81,613.62
312,319,25,2025-09-20,2,299.46,598.92
313,302,95,2023-09-05,4,257.5,1030.0
314,344,22,2023-03-08,5,7.15,35.75
315,11,66,2024-07-26,1,279.84,279.84
316,62,45,2024-12-03,5,466.74,2333.7
317,333,69,2024-04-14,2,170.62,341.24
318,226,91,2024-05-07,1,483.96,483.96
319,153,89,2024-10-24,3,181.59,544.77
320,199,72,2023-10-13,3,74.23,222.69
321,52,119,2023-11-08,5,202.21,1011.05
322,260,1,2023-11-05,5,249.83,1249.15
323,59,84,2025-02-13,1,316.58,316.58
324,72,44,2025-08-22,1,254.91,254.91
325,148,87,2024-03-31,5,270.68,1353.4
326,349,96,2023-05-12,2,16.91,33.82
327,63,75,2025-07-18,3,130.54,391.62
328,310,39,2025-08-22,1,158.79,158.79
329,373,111,2025-07-17,2,493.61,987.22
330,243,54,2023-05-01,5,151.31,756.55
331,493,88,2024-09-25,4,448.81,1795.24
332,366,75,2025-06-15,1,155.84,155.84
333,330,29,2025-02-10,4,52.57,210.28
334,107,54,2025-11-28,2,127.57,255.14
335,226,90,2024-07-19,3,140.05,420.15
336,313,16,2024-05-26,2,489.23,978.46
337,218,99,2023-10-16,3,338.77,1016.31
338,425,20,2023-07-19,2,466.18,932.36
339,241,46,2024-06-11,1,418.32,418.32
340,259,67,2025-07-05,1,291.41,291.41
341,376,65,2025-12-21,4,339.32,1357.28
342,262,58,2025-03-09,2,314.29,628.58
343,5,53,2025-12-01,2,334.8,669.6
344,261,111,2023-01-12,4,136.06,544.24
345,54,1,2025-04-12,5,207.02,1035.1
346,47,81,2025-04-20,2,298.34,596.68
347,215,66,2024-10-04,2,22.78,45.56
348,177,29,2023-04-16,2,244.0,488.0
349,9,84,2024-11-21,5,430.56,2152.8
350,99,70,2024-06-11,1,248.72,248.72
351,20,8,2025-04-25,4,278.4,1113.6
352,378,29,2025-06-11,5,104.94,524.7
353,241,112,2024-01-22,3,398.2,1194.6
354,61,51,2024-04-25,3,182.64,547.92
355,379,33,2024-02-12,5,478.51,2392.55
356,490,3,2025-06-16,5,496.89,2484.45
357,419,60,2024-12-11,1,458.42,458.42
358,178,35,2024-09-30,3,47.01,141.03
359,338,69,2025-11-10,4,169.93,679.72
360,62,91,2025-03-25,2,472.84,945.68
361,145,108,2025-07-06,2,403.24,806.48
362,216,76,2023-07-22,1,456.04,456.04
363,3,84,2024-02-21,1,288.41,288.41
364,160,109,2024-02-20,3,242.8,728.4
365,227,20,2023-03-26,4,57.72,230.88
366,486,73,2023-06-16,4,420.54,1682.16
367,269,39,2024-01-19,5,373.85,1869.25
368,120,4,2024-04-12,1,34.14,34.14
369,381,115,2025-12-31,2,108.66,217.32
370,495,118,2025-03-20,2,280.85,561.7
371,89,19,2025-09-23,3,343.78,1031.34
372,329,102,2024-04-17,2,73.15,146.3
373,68,91,2025-09-19,4,126.19,504.76
374,398,45,2023-10-02,4,100.59,402.36
375,357,43,2025-11-09,1,113.9,113.9
376,98,13,2024-05-04,3,460.75,1382.25
377,267,13,2023-11-22,2,359.33,718.66
378,105,60,2024-06-12,1,369.87,369.87
379,440,57,2025-06-10,5,398.03,1990.15
380,323,86,2023-03-30,5,181.5,907.5
381,123,92,2024-04-30,2,384.76,769.52
382,476,52,2024-12-08,2,489.31,978.62
383,29,111,2023-12-16,2,350.71,701.42
384,137,53,2024-01-22,4,211.29,845.16
385,195,109,2023-03-28,2,359.6,719.2
386,409,86,2023-11-03,5,450.89,2254.45
387,226,43,2024-03-15,2,68.74,137.48
388,332,83,2025-01-09,3,136.32,408.96
389,170,72,2023-09-21,5,460.05,2300.25
390,9,116,2025-09-03,3,473.39,1420.17
391,463,72,2025-01-04,5,244.65,1223.25
392,40,42,2024-02-25,1,190.4,190.4
393,25,90,2024-05-07,5,144.98,724.9
394,261,112,2024-09-24,5,251.88,1259.4
395,395,115,2025-09-19,3,467.59,1402.77
396,443,26,2024-02-15,3,79.16,237.48
397,226,23,2023-06-22,5,212.82,1064.1
398,472,43,2023-01-04,5,456.25,2281.25
399,124,77,2025-05-03,4,177.81,711.24
400,463,28,2025-09-12,1,385.2,385.2
401,38,9,2025-11-26,1,197.68,197.68
402,328,20,2024-08-05,2,403.44,806.88
403,251,56,2025-11-20,5,490.6,2453.0
404,389,83,2024-01-16,5,196.97,984.85
405,176,112,2025-10-31,5,423.32,2116.6
406,90,39,2023-12-10,5,494.27,2471.35
407,402,51,2023-06-15,1,492.0,492.0
408,454,12,2024-11-30,3,219.72,659.16
409,37,79,2023-12-08,4,245.45,981.8
410,316,95,2025-11-08,3,155.18,465.54
411,176,55,2025-09-06,3,160.44,481.32
412,461,78,2024-06-28,1,248.77,248.77
413,284,11,2025-10-30,4,104.26,417.04
414,453,26,2023-07-11,5,357.01,1785.05
415,461,42,2023-11-16,1,270.47,270.47
416,81,27,2024-08-02,1,449.54,449.54
417,114,11,2024-04-19,4,406.24,1624.96
418,40,38,2024-09-28,2,164.62,329.24
419,301,98,2024-03-02,1,255.37,255.37
420,224,43,2025-12-18,3,376.5,1129.5
421,318,19,2023-04-07,3,100.63,301.89
422,349,64,2024-05-10,5,20.64,103.2
423,115,6,2024-10-22,1,426.89,426.89
424,186,46,2023-01-09,5,73.09,365.45
425,323,116,2024-04-01,1,445.26,445.26
426,56,102,2023-09-30,4,457.24,1828.96
427,40,113,2025-07-28,1,233.05,233.05
428,354,42,2025-10-28,2,404.36,808.72
429,40,92,2023-07-27,3,184.78,554.34
430,347,65,2025-11-22,4,429.84,1719.36
431,461,99,2023-07-23,3,413.22,1239.66
432,237,104,2024-06-01,5,43.87,219.35
433,289,72,2024-05-31,4,293.39,1173.56
434,262,59,2024-03-18,2,321.8,643.6
435,216,52,2024-11-19,3,5.42,16.26
436,147,118,2025-04-29,1,490.06,490.06
437,336,47,2025-04-12,1,206.25,206.25
438,168,120,2023-12-05,1,261.08,261.08
439,92,7,2024-01-22,4,101.43,405.72
440,353,11,2025-11-14,2,307.4,614.8
441,59,103,2024-05-20,2,406.26,812.52
442,59,61,2024-11-10,2,295.02,590.04
443,304,68,2024-11-20,3,395.08,1185.24
444,169,25,2025-06-03,4,366.9,1467.6
445,269,12,2024-09-14,1,122.64,122.64
446,363,26,2025-06-11,3,220.73,662.19
447,45,102,2025-08-10,2,78.57,157.14
448,345,110,2025-02-22,1,25.76,25.76
449,181,12,2024-05-09,4,36.22,144.88
450,170,43,2025-11-27,5,471.54,2357.7
451,356,51,2025-01-16,2,492.35,984.7
452,191,117,2024-03-12,2,52.01,104.02
453,155,37,2023-12-11,2,170.92,341.84
454,422,46,2024-07-03,2,61.64,123.28
455,188,53,2025-03-30,1,417.94,417.94
456,7,88,2024-06-24,4,250.67,1002.68
457,133,80,2023-05-24,3,312.52,937.56
458,235,13,2024-08-10,1,272.26,272.26
459,45,89,2024-10-18,4,356.58,1426.32
460,314,118,2023-12-11,3,162.97,488.91
461,249,54,2024-11-26,2,73.06,146.12
462,499,57,2023-09-25,4,13.72,54.88
463,31,116,2023-06-18,2,225.62,451.24
464,23,118,2023-02-02,4,454.38,1817.52
465,426,4,2024-01-12,5,156.11,780.55
466,394,75,2024-01-28,2,102.0,204.0
467,160,96,2024-05-03,2,463.39,926.78
468,363,49,2024-12-22,2,57.2,114.4
469,437,7,2025-08-03,1,30.64,30.64
470,158,110,2025-11-18,3,440.31,1320.93
471,39,11,2023-02-08,2,351.95,703.9
472,415,92,2025-11-06,2,213.92,427.84
473,82,54,2025-12-15,1,377.41,377.41
474,356,105,2023-08-14,1,372.01,372.01
475,258,87,2023-03-08,5,24.83,124.15
476,206,45,2025-04-14,4,339.74,1358.96
477,77,23,2025-11-12,2,322.23,644.46
478,477,114,2025-09-25,4,482.07,1928.28
479,12,28,2023-08-25,1,483.48,483.48
480,295,107,2025-08-14,1,192.01,192.01
481,450,111,2025-07-07,5,296.97,1484.85
482,224,57,2024-04-17,3,74.97,224.91
483,13,26,2024-07-06,1,37.9,37.9
484,46,25,2024-11-25,2,219.23,438.46
485,155,54,2023-11-13,5,346.49,1732.45
486,113,29,2024-08-20,3,286.04,858.12
487,233,83,2025-02-06,5,217.68,1088.4
488,17,97,2025-06-04,1,409.97,409.97
489,360,36,2024-07-14,3,398.24,1194.72
490,223,14,2023-09-15,4,367.31,1469.24
491,354,78,2025-01-26,3,43.13,129.39
492,188,35,2023-05-03,2,399.25,798.5
493,448,30,2023-12-08,4,460.11,1840.44
494,344,92,2025-12-18,4,34.42,137.68
495,365,17,2023-09-17,2,203.83,407.66
496,163,67,2023-04-05,4,494.24,1976.96
497,496,80,2023-02-10,1,301.62,301.62
498,326,110,2023-09-11,3,259.22,777.66
499,467,30,2023-01-07,3,92.84,278.52
500,414,116,2024-12-28,2,284.92,569.84
501,455,93,2023-03-10,1,222.33,222.33
502,74,45,2024-06-25,4,68.08,272.32
503,233,79,2023-03-30,3,234.84,704.52
504,224,110,2023-08-01,3,86.38,259.14
505,482,120,2025-04-13,3,366.68,1100.04
506,319,89,2023-09-23,3,486.96,1460.88
507,412,51,2025-06-30,5,237.44,1187.2
508,60,102,2023-10-20,2,318.02,636.04
509,335,106,2023-11-29,4,218.33,873.32
510,222,47,2025-10-01,4,73.53,294.12
511,37,53,2023-02-16,2,485.42,970.84
512,477,64,2024-09-13,1,69.14,69.14
513,278,118,2024-03-02,2,60.26,120.52
514,196,116,2023-07-29,3,232.29,696.87
515,404,38,2025-06-06,3,331.15,993.45
516,352,64,2023-06-03,2,180.69,361.38
517,484,87,2024-02-19,2,100.3,200.6
518,242,89,2025-02-07,4,410.39,1641.56
519,324,106,2025-09-09,4,184.74,738.96
520,219,7,2024-08-01,5,101.19,505.95
521,192,22,2025-01-09,5,185.72,928.6
522,17,81,2023-06-12,3,111.2,333.6
523,12,82,2025-11-04,5,262.13,1310.65
524,406,113,2023-07-14,5,335.8,1679.0
525,401,41,2024-06-25,1,400.78,400.78
526,394,74,2023-12-25,2,117.64,235.28
527,374,10,2025-04-29,4,87.64,350.56
528,193,57,2024-03-02,5,14.7,73.5
529,22,7,2024-05-11,4,117.9,471.6
530,474,112,2025-04-07,5,16.83,84.15
531,120,50,2024-04-30,5,176.01,880.05
532,210,102,2023-11-26,3,77.12,231.36
533,306,91,2025-06-07,1,292.05,292.05
534,270,52,2025-09-17,2,194.94,389.88
535,192,33,2023-09-16,2,51.32,102.64
536,175,1,2023-10-19,3,202.93,608.79
537,285,108,2023-05-23,3,108.63,325.89
538,204,53,2025-01-16,2,341.69,683.38
539,164,60,2024-09-18,2,185.4,370.8
540,251,34,2023-03-31,1,77.78,77.78
541,227,4,2024-12-20,5,178.05,890.25
542,436,17,2024-04-25,1,116.07,116.07
543,381,4,2023-03-25,2,398.91,797.82
544,460,43,2024-11-03,5,491.77,2458.85
545,7,118,2024-05-31,2,17.62,35.24
546,29,90,2024-04-29,1,346.56,346.56
547,395,4,2025-02-20,1,135.66,135.66
548,33,1,2023-04-14,1,37.87,37.87
549,134,71,2023-12-05,5,12.1,60.5
550,367,94,2024-11-17,4,441.1,1764.4
551,79,50,2025-06-18,4,180.04,720.16
552,416,73,2024-08-29,2,497.3,994.6
553,435,61,2023-08-11,5,223.98,1119.9
554,459,35,2025-10-29,3,97.86,293.58
555,58,8,2025-12-12,4,389.69,1558.76
556,471,24,2024-05-17,5,463.61,2318.05
557,26,83,2025-04-01,5,408.73,2043.65
558,482,36,2024-09-15,4,373.87,1495.48
559,430,50,2023-06-14,5,170.68,853.4
560,226,116,2025-11-16,5,36.92,184.6
561,285,43,2025-12-29,4,104.64,418.56
562,4,27,2023-01-19,1,226.17,226.17
563,465,32,2025-11-11,2,478.32,956.64
564,99,78,2025-09-15,3,362.81,1088.43
565,397,18,2024-03-25,2,415.0,830.0
566,489,28,2024-07-05,1,142.26,142.26
567,39,29,2025-12-07,1,343.49,343.49
568,271,16,2024-11-25,5,431.91,2159.55
569,375,99,2024-08-09,2,242.31,484.62
570,285,47,2024-12-21,1,217.8,217.8
571,157,59,2023-04-17,2,361.11,722.22
572,75,31,2025-02-14,1,282.16,282.16
573,372,4,2025-06-16,3,496.62,1489.86
574,288,37,2023-12-02,1,215.43,215.43
575,130,17,2024-08-29,2,92.09,184.18
576,175,39,2025-04-17,5,238.61,1193.05
577,462,48,2024-08-24,2,121.43,242.86
578,84,46,2024-02-07,4,282.82,1131.28
579,22,90,2024-06-23,2,67.27,134.54
580,459,48,2025-12-31,3,475.24,1425.72
581,27,39,2023-01-24,3,430.61,1291.83
582,195,105,2024-09-15,3,82.0,246.0
583,337,4,2025-12-15,1,90.33,90.33
584,382,30,2025-09-12,3,258.66,775.98
585,236,30,2023-08-11,2,387.58,775.16
586,440,22,2023-06-28,5,113.44,567.2
587,92,75,2025-03-10,3,35.18,105.54
588,477,66,2024-03-09,2,275.04,550.08
589,21,108,2025-03-03,1,347.34,347.34
590,303,12,2025-06-02,1,125.96,125.96
591,464,94,2024-05-06,5,371.19,1855.95
592,357,36,2025-03-20,5,475.57,2377.85
593,443,18,2025-08-18,2,72.85,145.7
594,84,90,2024-02-24,5,257.96,1289.8
595,262,53,2024-10-10,5,33.14,165.7
596,147,71,2024-04-20,1,107.3,107.3
597,441,1,2023-06-19,2,49.46,98.92
598,453,58,2023-06-23,5,204.98,1024.9
599,387,90,2024-04-14,2,411.31,822.62
